品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
14,21077,"トラムセット配合錠",31.7,"錠",2,,20,0,20,634,0,634,20,,,,,,,,,,,1,20,0,
14,21087,"ツムラ芍薬甘草湯エキス顆粒（医療用",10.4,"ｇ",1,,737.5,0,737.5,7670,0,7670,737.5,,,,,,,,,,,1,737.5,0,
14,21097,"ケフラールカプセル２５０ｍｇ",54.7,"cap",1,,111,0,111,6071.7,0,6071.7,111,,,,,,,,,,,1,111,0,
14,21114,"エビスタ錠６０ｍｇ",58.1,"錠",1,,28,0,28,1626.8,0,1626.8,28,,,,,,,,,,,1,28,0,
14,21115,"ビビアント錠２０ｍｇ",59.7,"錠",1,,322,0,322,19223.4,0,19223.4,322,,,,,,,,,,,1,322,0,
14,21118,"ボンビバ錠１００ｍｇ",1714.6,"錠",1,,2,0,2,3429.2,0,3429.2,2,,,,,,,,,,,1,2,0,
14,21121,"アクトネル錠１７．５ｍｇ",258.1,"錠",1,,8,0,8,2064.8,0,2064.8,8,,,,,,,,,,,1,8,0,
14,21126,"ワンアルファ錠１．０μｇ　１μｇ",12.9,"錠",1,,35,0,35,451.5,0,451.5,35,,,,,,,,,,,1,35,0,
14,21127,"エディロールカプセル０．５μｇ",32.4,"cap",1,,151,0,151,4892.4,0,4892.4,151,,,,,,,,,,,1,151,0,
14,21128,"エディロールカプセル０．７５μｇ",46.5,"cap",1,,1316,0,1316,61194,0,61194,1316,,,,,,,,,,,1,1316,0,
14,21130,"バイアスピリン錠１００ｍｇ",5.7,"錠",1,,28,0,28,159.6,0,159.6,28,,,,,,,,,,,1,28,0,
14,21133,"オパルモン錠５μｇ",22.4,"錠",1,,4138,0,4138,92691.2,0,92691.2,4138,,,,,,,,,,,1,4138,0,
14,21135,"エパデールＳ９００　９００ｍｇ",49.7,"包",1,,84,0,84,4174.8,0,4174.8,84,,,,,,,,,,,1,84,0,
14,21141,"リピトール錠１０ｍｇ",28.5,"錠",1,,28,0,28,798,0,798,28,,,,,,,,,,,1,28,0,
14,21160,"ノバミン錠５ｍｇ",9.8,"錠",1,,56,0,56,548.8,0,548.8,56,,,,,,,,,,,1,56,0,
14,21160,"ノバミン錠５ｍｇ",9.8,"錠",2,,20,0,20,196,0,196,20,,,,,,,,,,,1,20,0,
14,21165,"タケキャブ錠１０ｍｇ",96.8,"錠",1,,35,0,35,3388,0,3388,35,,,,,,,,,,,1,35,0,
14,21168,"タケプロンＯＤ錠１５　１５ｍｇ",23.3,"錠",1,,77,0,77,1794.1,0,1794.1,77,,,,,,,,,,,1,77,0,
14,21170,"マグミット錠３３０ｍｇ",5.7,"錠",1,,252,0,252,1436.4,0,1436.4,252,,,,,,,,,,,1,252,0,
14,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",1,,4722,0,4722,47692.2,0,47692.2,4722,,,,,,,,,,,1,4722,0,
14,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",2,,4120,0,4120,41612,0,41612,4120,,,,,,,,,,,1,4120,0,
14,21178,"サインバルタカプセル２０ｍｇ",84.5,"cap",1,,231,0,231,19519.5,0,19519.5,231,,,,,,,,,,,1,231,0,
14,21179,"サインバルタカプセル３０ｍｇ",109.3,"cap",1,,791,0,791,86456.3,0,86456.3,791,,,,,,,,,,,1,791,0,
14,21196,"マイスリー錠５ｍｇ",20.6,"錠",2,,14,0,14,288.4,0,288.4,14,,,,,,,,,,,1,14,0,
14,21207,"フェブリク錠２０ｍｇ",29.8,"錠",1,,154,0,154,4589.2,0,4589.2,154,,,,,,,,,,,1,154,0,
14,21208,"フェブリク錠４０ｍｇ",53.3,"錠",1,,35,0,35,1865.5,0,1865.5,35,,,,,,,,,,,1,35,0,
14,21213,"タリージェＯＤ錠５ｍｇ",92.5,"錠",1,,99,0,99,9157.5,0,9157.5,99,,,,,,,,,,,0,0,0,
14,21214,"タリージェＯＤ錠１０ｍｇ",127.9,"錠",1,,70,0,70,8953,0,8953,70,,,,,,,,,,,0,0,0,
14,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",3,,130,0,130,1430,0,1430,130,,,,,,,,,,,1,130,0,
14,28005,"ヒルドイドクリーム０．３％",18.5,"ｇ",3,,50,0,50,925,0,925,50,,,,,,,,,,,1,50,0,
14,28007,"ヒルドイドソフト軟膏０．３％",18.5,"ｇ",3,,25,0,25,462.5,0,462.5,25,,,,,,,,,,,1,25,0,
14,28012,"ロキソニンゲル１％",3,"ｇ",3,,50,0,50,150,0,150,50,,,,,,,,,,,1,50,0,
14,28016,"イドメシンコーワパップ７０ｍｇ　１",17.1,"枚",3,,63,0,63,1077.3,0,1077.3,63,,,,,,,,,,,1,63,0,
14,28018,"イドメシンコーワゲル１％",3.8,"ｇ",3,,70,0,70,266,0,266,70,,,,,,,,,,,1,70,0,
14,28019,"ロコアテープ　１０ｃｍ×１４ｃｍ",35.4,"枚",3,,70,0,70,2478,0,2478,70,,,,,,,,,,,1,70,0,
14,28021,"モーラステープ２０ｍｇ　７ｃｍ×１",19.3,"枚",3,,119,0,119,2296.7,0,2296.7,119,,,,,,,,,,,1,119,0,
14,28022,"モーラステープＬ４０ｍｇ　１０ｃｍ",28.6,"枚",3,,658,0,658,18818.8,0,18818.8,658,,,,,,,,,,,1,658,0,
14,28025,"モーラスパップＸＲ１２０ｍｇ　１０",29.7,"枚",3,,140,0,140,4158,0,4158,140,,,,,,,,,,,1,140,0,
14,28030,"セルタッチテープ７０　１０ｃｍ×１",17.1,"枚",3,,28,0,28,478.8,0,478.8,28,,,,,,,,,,,1,28,0,
14,28031,"セルタッチパップ７０　１０ｃｍ×１",17.1,"枚",3,,84,0,84,1436.4,0,1436.4,84,,,,,,,,,,,1,84,0,
14,28032,"フェルビナクスチック軟膏３％「三笠",4.8,"ｇ",3,,7120,0,7120,34176,0,34176,7120,,,,,,,,,,,1,7120,0,
14,28033,"アドフィードパップ４０ｍｇ　１０ｃ",17.1,"枚",3,,56,0,56,957.6,0,957.6,56,,,,,,,,,,,1,56,0,
14,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.9,"枚",3,,2471,0,2471,31875.9,0,31875.9,2471,,,,,,,,,,,1,2471,0,
14,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.4,"枚",3,,12138,0,12138,223339.2,0,223339.2,12138,,,,,,,,,,,1,12138,0,
14,28038,"ロキソニンパップ１００ｍｇ　１０ｃ",18.4,"枚",3,,147,0,147,2704.8,0,2704.8,147,,,,,,,,,,,1,147,0,
14,28040,"ボルタレンサポ２５ｍｇ",25.5,"個",3,,40,0,40,1020,0,1020,40,,,,,,,,,,,1,40,0,
14,28052,"プロスタンディン軟膏０．００３％",37.5,"ｇ",3,,10,0,10,375,0,375,10,,,,,,,,,,,1,10,0,
14,28054,"イソジンシュガーパスタ軟膏",8.1,"ｇ",3,,50,0,50,405,0,405,50,,,,,,,,,,,1,50,0,
14,28066,"ＳＰトローチ０．２５ｍｇ「明治」",5.7,"錠",3,,120,0,120,684,0,684,120,,,,,,,,,,,1,120,0,
14,30006,"ヒュミラ皮下注４０ｍｇペン０．４ｍ",48988,"ｷｯﾄ",4,,2,0,2,97976,0,97976,2,,,,,,,,,,,1,2,0,
14,30009,"オレンシア皮下注１２５ｍｇオートイ",28547,"ｷｯﾄ",4,,4,0,4,114188,0,114188,4,,,,,,,,,,,1,4,0,
14,30010,"フォルテオ皮下注キット６００μｇ",26694,"ｷｯﾄ",4,,8,0,8,213552,0,213552,8,,,,,,,,,,,1,8,0,
14,30032,"テリボン皮下注２８．２μｇオートイ",5995,"ｷｯﾄ",4,,8,0,8,47960,0,47960,8,,,,,,,,,,,1,8,0,
14,30034,"オスタバロ皮下注カートリッジ１．５",16090,"筒",4,,8,0,8,128720,0,128720,8,,,,,,,,,,,1,8,0,
